Rank,Symbol,Description,NIFTY50,NIFTYNEXT50,NIFTY100,NIFTY200,NIFTY500,NIFTYTOTALMARKET,NIFTYMIDCAP50,NIFTYMIDCAP150,NIFTYMIDCAP100,NIFTYSMALLCAP250,NIFTYSMALLCAP50,NIFTYSMALLCAP100,NIFTYMICROCAP250,SectorialIndex
2043,CHETANA,Chetana Education Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2044,QUESTLAB,Quest Laboratories Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2045,AIROLAM,Airo Lam Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2046,RAPPID,Rappid Valves (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2047,IBLFL,IBL Finance Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2048,SEMAC,Semac Construction Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2049,CPS,C P S Shapers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2050,RKEC,RKEC Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2051,SURANASOL,Surana Solar Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2052,QMSMEDI,QMS Medical Allied Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2053,DHARIWAL,Dhariwalcorp Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2054,KORE,Jay Jalaram Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2055,ALPHAGEO,Alphageo (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2056,GAYAPROJ,Gayatri Projects Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2057,BTML,Bodhi Tree Multimedia Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2058,CEDAAR,Cedaar Textile Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2059,TBI,TBI Corn Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2060,SADBHIN,Sadbhav Infrastructure Project Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2061,ROYALARC,Royal Arc Electrodes Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2062,KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2063,STEELCITY,Steel City Securities Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2064,SALSTEEL,S.A.L. Steel Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2065,GANGESSECU,Ganges Securities Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2066,KREBSBIO,Krebs Biochemicals & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2067,KHFM,KHFM Hospitality & Facility Management Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2068,RPPL,Rajshree Polypack Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2069,MUKTAARTS,Mukta Arts Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2070,ZEAL,Zeal Global Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2071,HECPROJECT,HEC Infra Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2072,NEWJAISA,Newjaisa Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2073,TRU,TruCap Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2074,UMIYA_MRO,Umiya Buildcon Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2075,SILGO,Silgo Retail Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2076,RELIABLE,Reliable Data Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2077,SIKKO,Sikko Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2078,INDBANK,Indbank Merchant Banking Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2079,OMFURN,Omfurn India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2080,VIPULLTD,Vipul Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2081,INDIANCARD,Indian Card Clothing Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2082,COMPUSOFT,Compucom Software Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2083,HPIL,Hindprakash Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2084,AURDIS,Aurangabad Distillery Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2085,GREENCHEF,Greenchef Appliances Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2086,RAJSREESUG,Rajshree Sugars & Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2087,LOYALTEX,Loyal Textile Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2088,SMARTLINK,Smartlink Holdings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2089,SHIGAN,Shigan Quantum Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2090,SLONE,Slone Infosystems Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2091,BEARDSELL,Beardsell Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2092,SELLOWRAP,Sellowrap Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2093,XELPMOC,Xelpmoc Design And Tech Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2094,SMLT,Sarthak Metals Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2095,SHKSIL,Shri Hare-Krishna Sponge Iron Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2096,ROML,Raj Oil Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2097,LAGNAM,Lagnam Spintex Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2098,SYLVANPLY,Sylvan Plyboard (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2099,GTL,GTL Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2100,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2101,HDIL,Housing Development & Infrastructure Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2102,WIPL,Western India Plywoods Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2103,SOTAC,Sotac Pharmaceuticals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2104,AUSOMENT,Ausom Enterprise Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2105,RAPIDFLEET,Rapid Fleet Management Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2106,SHEETAL,Sheetal Universal Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2107,IWARE,Iware Supplychain Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2108,JOCIL,Jocil Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2109,AVIANSH,Avi Ansh Textile Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2110,ARCIIL,ARC Insulation & Insulators Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2111,SECMARK,SecMark Consultancy Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2112,BHARATGEAR,Bharat Gears Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2113,OSWALSEEDS,ShreeOswal Seeds & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2114,LOVABLE,Lovable Lingerie Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2115,BALPHARMA,Bal Pharma Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2116,BAIDFIN,Baid Finserv Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2117,SSFL,Srivari Spices and Foods Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2118,GLOBALPET,Global Pet Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2119,URBAN,Urban Enviro Waste Management Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2120,VITAL,Vital Chemtech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2121,UHTL,United Heat Transfer Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2122,TRUST,Trust Fintech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2123,IPHL,Indian Phosphate Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2124,MMEL,Moving Media Entertainment Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2125,KLL,Kaushalya Logistics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2126,ATCENERGY,Atc Energies System Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2127,CRAYONS,Crayons Advertising Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2128,LAMBODHARA,Lambodhara Textiles Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2129,LAKSHYA,Lakshya Powertech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2130,MAXPOSURE,Maxposure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2131,VAISHALI,Vaishali Pharma Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2132,MAYASHEEL,Mayasheel Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2133,DCG,DCG Cables & Wires Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2134,ISHANCH,Ishan Dyes and Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2135,SALONA,Salona Cotspin Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2136,AKIKO,Akiko Global Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2137,MCL,Madhav Copper Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2138,BAGFILMS,B.A.G. Films & Media Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2139,GENSOL,Gensol Engineering Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2140,HILTON,Hilton Metal Forging Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2141,TARMAT,Tarmat Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2142,KOHINOOR,Kohinoor Foods Limited.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2143,AKSHOPTFBR,Aksh Optifibre Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2144,ROCKINGDCE,Rockingdeals Circular Economy Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2145,SAMBHAAV,Sambhaav Media Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2146,FIBERWEB,Fiberweb (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2147,WOMANCART,Womancart Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2148,MRIL,Mahendra Realtors & Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2149,ARSSINFRA,ARSS Infrastructure Projects Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2150,REFRACTORY,Refractory Shapes Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2151,RAJMET,Rajnandini Metal Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2152,ARTNIRMAN,Art Nirman Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2153,AAKAAR,Aakaar Medical Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2154,REGENCERAM,Regency Ceramics Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2155,SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2156,MOS,MOS Utility Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2157,PRUDMOULI,Prudential Sugar Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2158,MANGALAM,Mangalam Drugs & Organics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2159,PAR,Par Drugs and Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2160,KAKATCEM,Kakatiya Cement Sugar & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2161,SUNTECH,Suntech Infra Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2162,HOLMARC,Holmarc Opto-Mechatronics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2163,ZENITHDRUG,Zenith Drugs Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2164,DIGIDRIVE,Digidrive Distributors Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2165,PALASHSECU,Palash Securities Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2166,CUBEXTUB,Cubex Tubings Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2167,TOUCHWOOD,Touchwood Entertainment Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2168,BHANDARI,Bhandari Hosiery Exports Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2169,RELCHEMQ,Reliance Chemotex Industries Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2170,MOKSH,Moksh Ornaments Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2171,OBCL,Orissa Bengal Carrier Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2172,SIDDHIKA,Siddhika Coatings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2173,TOKYOPLAST,Tokyo Plast International Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2174,SIL,Standard Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2175,SHAHALLOYS,Shah Alloys Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2176,SAMPANN,Sampann Utpadan India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2177,NAMAN,Naman In-Store (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2178,DIVINEHIRA,Divine Hira Jewellers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2179,GROBTEA,Grob Tea Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2180,DELAPLEX,DelaPlex Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2181,JYOTIGLOBL,Jyoti Global Plast Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2182,TOTAL,Total Transport Systems Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2183,SONUINFRA,Sonu Infratech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2184,LATTEYS,Latteys Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2185,PIONEEREMB,Pioneer Embroideries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2186,PARAGON,Paragon Fine And Speciality Chemical Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2187,DIGJAMLMTD,Digjam Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2188,KEN,KEN Enterprises Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2189,SAJHOTELS,Saj Hotels Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2190,PSRAJ,P S Raj Steels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2191,NIRMAN,Nirman Agri Genetics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2192,DTL,Diensten Tech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2193,SPLIL,SPL Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2194,AUSL,Aditya Ultra Steel Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2195,DHRUV,Dhruv Consultancy Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2196,ROXHITECH,ROX Hi-Tech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2197,GOYALALUM,Goyal Aluminiums Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2198,MAHICKRA,Mahickra Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2199,DIGIKORE,Digikore Studios Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2200,NRVANDANA,N R Vandana Tex Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2201,ZENITHSTL,Zenith Steel Pipes & Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2202,IL&FSTRANS,IL&FS Transportation Networks Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2203,AMBEY,Ambey Laboratories Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2204,BEACON,Beacon Trusteeship Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2205,SURANI,Surani Steel Tubes Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2206,SONAMAC,Sona Machinery Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2207,ODIGMA,Odigma Consultancy Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2208,LPDC,Landmark Property Development Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2209,ACCURACY,Accuracy Shipping Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2210,BVCL,Barak Valley Cements Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2211,GLOBE,Globe Textiles (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2212,ATAM,Atam Valves Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2213,PATINTLOG,Patel Integrated Logistics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2214,AAKASH,Aakash Exploration Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2215,HISARMETAL,Hisar Metal Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2216,PARAMATRIX,Paramatrix Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2217,DOLLEX,Dollex Agrotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2218,MOTOGENFIN,Motor & General Finance Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2219,BLUECOAST,Blue Coast Hotels Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2220,DELTIC,Delta Autocorp Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2221,KEL,Kundan Edifice Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2222,AAATECH,AAA Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2223,SELMC,SEL Manufacturing Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2224,KKJEWELS,Kabra Jewels Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2225,BAWEJA,Baweja Studios Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2226,PRITI,Priti International Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2227,JHS,JHS Svendgaard Laboratories Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2228,CINEVISTA,Cinevista Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2229,CAPTRUST,Capital Trust Ltd. (India),No,No,No,No,No,No,No,No,No,No,No,No,No,
2230,SFML,Supreme Facility Management Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2231,AMDIND,AMD Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2232,SANGANI,Sangani Hospital Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2233,HGM,HandsOn Global Management (HGM) Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2234,DELTAMAGNT,Delta Manufacturing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2235,SILKFLEX,Silkflex Polymers (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2236,WHITEFORCE,Happy Square Outsourcing Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2237,CALSOFT,California Software Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2238,CALSOFTPP.E1,California Software Co. Ltd. TEMP,No,No,No,No,No,No,No,No,No,No,No,No,No,
2239,PRAKASHSTL,Prakash Steelage Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2240,EFORCE,Electro Force (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2241,MHHL,Mohini Health & Hygiene Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2242,CLSL,Crop Life Science Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2243,AKI,Aki India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2244,SUNDARAM,Sundaram Multi Pap Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2245,ENERGYDEV,Energy Development Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2246,REXPRO,Rexpro Enterprises Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2247,MITCON,MITCON Consultancy & Engineering Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2248,VIAZ,Viaz Tyres Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2249,KONSTELEC,Konstelec Engineers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2250,ANMOL,Anmol India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2251,AISL,ANI Integrated Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2252,PRANIK,Pranik Logistics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2253,BANKA,Banka BioLoo Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2254,TSC,TSC India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2255,NOIDATOLL,Noida Toll Bridge Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2256,ABHAPOWER,Abha Power & Steel Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2257,ONYX,Onyx Biotec Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2258,DBSTOCKBRO,DB (International) Stock Brokers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2259,WOL3D,WOL 3D India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2260,AJOONI,Ajooni Biotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2261,ASHALOG,Ashapura Logistics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2262,ORIENTLTD,Orient Press Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2263,CEREBRAINT,Cerebra Integrated Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2264,PULZ,Pulz Electronics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2265,MAGSON,Magson Retail and Distribution Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2266,ALKALI,Alkali Metals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2267,SUVIDHAA,Suvidhaa Infoserve Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2268,FCONSUMER,Future Consumer Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2269,NARMADA,Narmada Agrobase Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2270,MYMUDRA,My Mudra Fincorp Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2271,ORCHASP,Orchasp Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2272,FONEBOX,Fonebox Retail Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2273,BRACEPORT,Brace Port Logistics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2274,DECCANTRAN,Deccan Transcon Leasing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2275,AGROPHOS,Agro Phos India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2276,RTL,Rama Telecom Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2277,CTE,Cambridge Technology Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2278,BLBLIMITED,BLB Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2279,NAGREEKEXP,Nagreeka Exports Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
2280,ARABIAN,Arabian Petroleum Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2281,DCCL,Dar Credit & Capital Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2282,ATLASCYCLE,Atlas Cycles Haryana Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2283,GATECHDVR,GACM Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2284,GATECH,GACM Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2285,ASTRON,Astron Paper & Board Mill Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2286,FLEXITUFF,Flexituff Ventures International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2287,TFL,Transwarranty Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2288,AGRITECH,Agri-Tech (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2289,DAMODARIND,Damodar Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2290,ANSALAPI,Ansal Properties & Infrastructure Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2291,HOMESFY,Homesfy Realty Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2292,3PLAND,3P Land Holdings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2293,TPHQ,Teamo Productions HQ Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2294,PARASPETRO,Paras Petrofils Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2295,SECURKLOUD,SecureKloud Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2296,PSFL,Paramount Speciality Forgings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2297,HINDNATGLS,Hindusthan National Glass & Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2298,AMEYA,Ameya Precision Engineers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2299,FMNL,Future Market Networks Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2300,SWASTIK,Swastik Pipe Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2301,K2INFRA,K2 Infragen Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2302,AHLADA,Ahlada Engineers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2303,MARCO,Marco Cables & Conductors Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2304,SILKY,Silky Overseas Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2305,CELEBRITY,Celebrity Fashions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2306,DHANLAXMI,Dhanlaxmi Crop Science Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2307,SHEKHAWATI,Shekhawati Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2308,ORIENTALTL,Oriental Trimex Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2309,SATECH,S A Tech Software India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2310,MITTAL,Mittal Life Style Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
2311,GSS,GSS Infotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
2312,ACCPL,Accretion Pharmaceuticals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
